Id,Name,Year,Gender,Count
2442,Neva,1881,F,15
2443,Odessa,1881,F,15
2444,Pattie,1881,F,15
2445,Queen,1881,F,15
2446,Veronica,1881,F,15
2447,Adell,1881,F,14
2448,Berta,1881,F,14
2449,Celeste,1881,F,14
2450,Chloe,1881,F,14
2451,Constance,1881,F,14
2452,Deborah,1881,F,14
2453,Docia,1881,F,14
2454,Donnie,1881,F,14
2455,Eloise,1881,F,14
2456,Hortense,1881,F,14
2457,Imogene,1881,F,14
2458,Iola,1881,F,14
2459,Lavinia,1881,F,14
2460,Loula,1881,F,14
2461,Madeline,1881,F,14
2462,Magdalene,1881,F,14
2463,Mame,1881,F,14
2464,Manda,1881,F,14
2465,Mazie,1881,F,14
2466,Mona,1881,F,14
2467,Opal,1881,F,14
2468,Una,1881,F,14
2469,Vida,1881,F,14
2470,Alva,1881,F,13
2471,Annabelle,1881,F,13
2472,Antonia,1881,F,13
2473,Betsy,1881,F,13
2474,Florida,1881,F,13
2475,Henry,1881,F,13
2476,Idella,1881,F,13
2477,Kathleen,1881,F,13
2478,Lenna,1881,F,13
2479,Ludie,1881,F,13
2480,Mahala,1881,F,13
2481,Malvina,1881,F,13
2482,Marcia,1881,F,13
2483,Mariah,1881,F,13
2484,Myrta,1881,F,13
2485,Norah,1881,F,13
2486,Paralee,1881,F,13
2487,Serena,1881,F,13
2488,Sina,1881,F,13
2489,Tressie,1881,F,13
2490,Vernie,1881,F,13
2491,Camille,1881,F,12
2492,Connie,1881,F,12
2493,Dell,1881,F,12
2494,Faye,1881,F,12
2495,Magnolia,1881,F,12
2496,Minta,1881,F,12
2497,Natalie,1881,F,12
2498,Patsy,1881,F,12
2499,Permelia,1881,F,12
2500,Rosella,1881,F,12
2501,Samantha,1881,F,12
2502,Tessie,1881,F,12
2503,Aimee,1881,F,11
2504,Alda,1881,F,11
2505,Aline,1881,F,11
2506,Altha,1881,F,11
2507,Amalia,1881,F,11
2508,America,1881,F,11
2509,Anastasia,1881,F,11
2510,Annetta,1881,F,11
2511,Audrey,1881,F,11
2512,Camilla,1881,F,11
2513,Carol,1881,F,11
2514,Celina,1881,F,11
2515,Christena,1881,F,11
2516,Cordie,1881,F,11
2517,Easter,1881,F,11
2518,Eddie,1881,F,11
2519,Ethelyn,1881,F,11
2520,Geraldine,1881,F,11
2521,Jeanne,1881,F,11
2522,Kattie,1881,F,11
2523,Leatha,1881,F,11
2524,Leslie,1881,F,11
2525,Lonie,1881,F,11
2526,Lovina,1881,F,11
2527,Mathilde,1881,F,11
2528,Melinda,1881,F,11
2529,Mettie,1881,F,11
2530,Muriel,1881,F,11
2531,Ocie,1881,F,11
2532,Ottilie,1881,F,11
2533,Philomena,1881,F,11
2534,Ray,1881,F,11
2535,Sena,1881,F,11
2536,Thomas,1881,F,11
2537,Walter,1881,F,11
2538,Winona,1881,F,11
2539,Zadie,1881,F,11
2540,Agatha,1881,F,10
2541,Almira,1881,F,10
2542,Arrie,1881,F,10
2543,Aura,1881,F,10
2544,Carolina,1881,F,10
2545,Daisie,1881,F,10
2546,Delilah,1881,F,10
2547,Dixie,1881,F,10
2548,Dolores,1881,F,10
2549,Doris,1881,F,10
2550,Elta,1881,F,10
2551,Emelia,1881,F,10
2552,Eve,1881,F,10
2553,Eveline,1881,F,10
2554,Fern,1881,F,10
2555,Glenna,1881,F,10
2556,Grayce,1881,F,10
2557,Huldah,1881,F,10
2558,Ione,1881,F,10
2559,Joe,1881,F,10
2560,Joseph,1881,F,10
2561,Judith,1881,F,10
2562,Lelah,1881,F,10
2563,Lenore,1881,F,10
2564,Leone,1881,F,10
2565,Lucie,1881,F,10
2566,Mammie,1881,F,10
2567,Marcella,1881,F,10
2568,Maye,1881,F,10
2569,Metta,1881,F,10
2570,Minna,1881,F,10
2571,Mintie,1881,F,10
2572,Monica,1881,F,10
2573,Nanie,1881,F,10
2574,Petra,1881,F,10
2575,Rella,1881,F,10
2576,Rosalia,1881,F,10
2577,Vada,1881,F,10
2578,Vallie,1881,F,10
2579,Willa,1881,F,10
2580,Wilma,1881,F,10
2581,Zola,1881,F,10
2582,Amie,1881,F,9
2583,Ana,1881,F,9
2584,Angela,1881,F,9
2585,Becky,1881,F,9
2586,Bennie,1881,F,9
2587,Claude,1881,F,9
2588,Corrie,1881,F,9
2589,Corrine,1881,F,9
2590,Delphine,1881,F,9
2591,Doshia,1881,F,9
2592,Elvie,1881,F,9
2593,Elvina,1881,F,9
2594,Era,1881,F,9
2595,Evelina,1881,F,9
2596,Frank,1881,F,9
2597,Fred,1881,F,9
2598,Frona,1881,F,9
2599,Genie,1881,F,9
2600,Glennie,1881,F,9
2601,Honora,1881,F,9
2602,Janette,1881,F,9
2603,Jannie,1881,F,9
2604,Juliet,1881,F,9
2605,Juliette,1881,F,9
2606,Kizzie,1881,F,9
2607,Lovie,1881,F,9
2608,Mallie,1881,F,9
2609,Mannie,1881,F,9
2610,Margaretta,1881,F,9
2611,Mercy,1881,F,9
2612,Miranda,1881,F,9
2613,Nana,1881,F,9
2614,Oda,1881,F,9
2615,Osa,1881,F,9
2616,Paula,1881,F,9
2617,Prudence,1881,F,9
2618,Robert,1881,F,9
2619,Selina,1881,F,9
2620,Sibyl,1881,F,9
2621,Zilpah,1881,F,9
2622,Zona,1881,F,9
2623,Abigail,1881,F,8
2624,Almedia,1881,F,8
2625,Althea,1881,F,8
2626,Angelina,1881,F,8
2627,Anner,1881,F,8
2628,Ara,1881,F,8
2629,Berdie,1881,F,8
2630,Beryl,1881,F,8
2631,Besse,1881,F,8
2632,Byrdie,1881,F,8
2633,Calla,1881,F,8
2634,Carlotta,1881,F,8
2635,Claribel,1881,F,8
2636,Clarice,1881,F,8
2637,Clemmie,1881,F,8
2638,Clifford,1881,F,8
2639,Coral,1881,F,8
2640,Dillie,1881,F,8
2641,Edwina,1881,F,8
2642,Elinor,1881,F,8
2643,Elizebeth,1881,F,8
2644,Emmer,1881,F,8
2645,Esta,1881,F,8
2646,Exie,1881,F,8
2647,Felicia,1881,F,8
2648,Ira,1881,F,8
2649,Iris,1881,F,8
2650,Jettie,1881,F,8
2651,Juana,1881,F,8
2652,Justine,1881,F,8
2653,Leanna,1881,F,8
2654,Leonie,1881,F,8
2655,Louvenia,1881,F,8
2656,Malissie,1881,F,8
2657,Manie,1881,F,8
2658,Margery,1881,F,8
2659,Maymie,1881,F,8
2660,Meda,1881,F,8
2661,Myrtice,1881,F,8
2662,Narcissus,1881,F,8
2663,Nonie,1881,F,8
2664,Onie,1881,F,8
2665,Pansy,1881,F,8
2666,Paulina,1881,F,8
2667,Rachael,1881,F,8
2668,Rosamond,1881,F,8
2669,Rosanna,1881,F,8
2670,Theo,1881,F,8
2671,Theresia,1881,F,8
2672,Tommie,1881,F,8
2673,Valeria,1881,F,8
2674,Vessie,1881,F,8
2675,Victorine,1881,F,8
2676,Wilhelmine,1881,F,8
2677,Winnifred,1881,F,8
2678,Zada,1881,F,8
2679,Abby,1881,F,7
2680,Adela,1881,F,7
2681,Alfreda,1881,F,7
2682,Alicia,1881,F,7
2683,Alla,1881,F,7
2684,Arabella,1881,F,7
2685,Ardella,1881,F,7
2686,Arminda,1881,F,7
2687,Arminta,1881,F,7
2688,Audie,1881,F,7
2689,Cammie,1881,F,7
2690,Carmen,1881,F,7
2691,Claudie,1881,F,7
2692,Cordia,1881,F,7
2693,Delila,1881,F,7
2694,Dessa,1881,F,7
2695,Diana,1881,F,7
2696,Dicie,1881,F,7
2697,Dottie,1881,F,7
2698,Dove,1881,F,7
2699,Drucilla,1881,F,7
2700,Edyth,1881,F,7
2701,Effa,1881,F,7
2702,Eleanora,1881,F,7
2703,Emilia,1881,F,7
2704,Etha,1881,F,7
2705,Ethyl,1881,F,7
2706,Etna,1881,F,7
2707,Eulalia,1881,F,7
2708,Flo,1881,F,7
2709,Fredericka,1881,F,7
2710,Gloria,1881,F,7
2711,Gusta,1881,F,7
2712,Hessie,1881,F,7
2713,Hope,1881,F,7
2714,Icie,1881,F,7
2715,Jessica,1881,F,7
2716,Lea,1881,F,7
2717,Letta,1881,F,7
2718,Liddie,1881,F,7
2719,Lillia,1881,F,7
2720,Lota,1881,F,7
2721,Lulie,1881,F,7
2722,Madie,1881,F,7
2723,Manuela,1881,F,7
2724,Margarita,1881,F,7
2725,Nathalie,1881,F,7
2726,Nevada,1881,F,7
2727,Nita,1881,F,7
2728,Ota,1881,F,7
2729,Parthenia,1881,F,7
2730,Queenie,1881,F,7
2731,Rae,1881,F,7
2732,Ramona,1881,F,7
2733,Rosina,1881,F,7
2734,Selena,1881,F,7
2735,Tempie,1881,F,7
2736,Texie,1881,F,7
2737,Will,1881,F,7
2738,Zetta,1881,F,7
2739,Zillah,1881,F,7
2740,Aida,1881,F,6
2741,Albertine,1881,F,6
2742,Allene,1881,F,6
2743,Annabel,1881,F,6
2744,Arizona,1881,F,6
2745,Arra,1881,F,6
2746,Aurora,1881,F,6
2747,Belva,1881,F,6
2748,Biddie,1881,F,6
2749,Bird,1881,F,6
2750,Bula,1881,F,6
2751,Carry,1881,F,6
2752,Clementine,1881,F,6
2753,Corine,1881,F,6
2754,Courtney,1881,F,6
2755,Crete,1881,F,6
2756,Daisey,1881,F,6
2757,Dee,1881,F,6
2758,Dicy,1881,F,6
2759,Donie,1881,F,6
2760,Dorcas,1881,F,6
2761,Dossie,1881,F,6
2762,Elda,1881,F,6
2763,Eldora,1881,F,6
2764,Elenora,1881,F,6
2765,Ellar,1881,F,6
2766,Emelie,1881,F,6
2767,Emeline,1881,F,6
2768,Emmaline,1881,F,6
2769,Ester,1881,F,6
2770,Euphemia,1881,F,6
2771,Evaline,1881,F,6
2772,Evangeline,1881,F,6
2773,Flavia,1881,F,6
2774,Fleta,1881,F,6
2775,Florance,1881,F,6
2776,Fronia,1881,F,6
2777,Gillie,1881,F,6
2778,Guadalupe,1881,F,6
2779,Hassie,1881,F,6
2780,Icy,1881,F,6
2781,Ivah,1881,F,6
2782,Jewel,1881,F,6
2783,Jinnie,1881,F,6
2784,Joan,1881,F,6
2785,Jonnie,1881,F,6
2786,Karen,1881,F,6
2787,Katharina,1881,F,6
2788,Kathryne,1881,F,6
2789,Lella,1881,F,6
2790,Leo,1881,F,6
2791,Luvenia,1881,F,6
2792,Mai,1881,F,6
2793,Margarett,1881,F,6
2794,Mell,1881,F,6
2795,Merle,1881,F,6
2796,Mirtie,1881,F,6
2797,Mora,1881,F,6
2798,Nelia,1881,F,6
2799,Nena,1881,F,6
2800,Ninnie,1881,F,6
2801,Odie,1881,F,6
2802,Osie,1881,F,6
2803,Patience,1881,F,6
2804,Pink,1881,F,6
2805,Rettie,1881,F,6
2806,Rosia,1881,F,6
2807,Rowena,1881,F,6
2808,Rozella,1881,F,6
2809,Ruthie,1881,F,6
2810,Salome,1881,F,6
2811,Sammie,1881,F,6
2812,Sofia,1881,F,6
2813,Sula,1881,F,6
2814,Suzanne,1881,F,6
2815,Sybil,1881,F,6
2816,Sylvania,1881,F,6
2817,Theodosia,1881,F,6
2818,Therese,1881,F,6
2819,Tilla,1881,F,6
2820,Tressa,1881,F,6
2821,Ursula,1881,F,6
2822,Veda,1881,F,6
2823,Vena,1881,F,6
2824,Verdie,1881,F,6
2825,Wanda,1881,F,6
2826,Zaida,1881,F,6
2827,Zena,1881,F,6
2828,Zenobia,1881,F,6
2829,Zilpha,1881,F,6
2830,Aggie,1881,F,5
2831,Alba,1881,F,5
2832,Aletha,1881,F,5
2833,Alvena,1881,F,5
2834,Alverta,1881,F,5
2835,Amber,1881,F,5
2836,Andrea,1881,F,5
2837,Andrew,1881,F,5
2838,Annis,1881,F,5
2839,Ason,1881,F,5
2840,Avis,1881,F,5
2841,Bama,1881,F,5
2842,Bernadette,1881,F,5
2843,Bina,1881,F,5
2844,Birtie,1881,F,5
2845,Byrd,1881,F,5
2846,Celesta,1881,F,5
2847,Charlie,1881,F,5
2848,Cherry,1881,F,5
2849,Chloie,1881,F,5
2850,Christie,1881,F,5
2851,Claudine,1881,F,5
2852,Corda,1881,F,5
2853,Corean,1881,F,5
2854,Corinna,1881,F,5
2855,Donia,1881,F,5
2856,Doshie,1881,F,5
2857,Earl,1881,F,5
2858,Eleanore,1881,F,5
2859,Elena,1881,F,5
2860,Elodie,1881,F,5
2861,Ena,1881,F,5
2862,Epsie,1881,F,5
2863,Erna,1881,F,5
2864,Eugene,1881,F,5
2865,Eulah,1881,F,5
2866,Evalena,1881,F,5
2867,Exa,1881,F,5
2868,Faith,1881,F,5
2869,Gail,1881,F,5
2870,Georgine,1881,F,5
2871,Glenn,1881,F,5
2872,Gretta,1881,F,5
2873,Gwendolyn,1881,F,5
2874,Hedwig,1881,F,5
2875,Henriette,1881,F,5
2876,Indiana,1881,F,5
2877,Izora,1881,F,5
2878,Jeffie,1881,F,5
2879,Jemima,1881,F,5
2880,Jesse,1881,F,5
2881,Jo,1881,F,5
2882,Johnie,1881,F,5
2883,Josefa,1881,F,5
2884,Josiephine,1881,F,5
2885,Judy,1881,F,5
2886,Juliana,1881,F,5
2887,Junie,1881,F,5
2888,Katharyn,1881,F,5
2889,Lannie,1881,F,5
2890,Lavada,1881,F,5
2891,Lavenia,1881,F,5
2892,Leda,1881,F,5
2893,Leonore,1881,F,5
2894,Levina,1881,F,5
2895,Libby,1881,F,5
2896,Lilie,1881,F,5
2897,Lissie,1881,F,5
2898,Littie,1881,F,5
2899,Lollie,1881,F,5
2900,Loma,1881,F,5
2901,Lonnie,1881,F,5
2902,Louanna,1881,F,5
2903,Lugenia,1881,F,5
2904,Mabell,1881,F,5
2905,Madeleine,1881,F,5
2906,Mahalia,1881,F,5
2907,Margarette,1881,F,5
2908,Marinda,1881,F,5
2909,Mila,1881,F,5
2910,Minda,1881,F,5
2911,Nealie,1881,F,5
2912,Neta,1881,F,5
2913,Netta,1881,F,5
2914,Orlena,1881,F,5
2915,Ottie,1881,F,5
2916,Ottilia,1881,F,5
2917,Ova,1881,F,5
2918,Ozella,1881,F,5
2919,Phyllis,1881,F,5
2920,Pollie,1881,F,5
2921,Ressie,1881,F,5
2922,Rosena,1881,F,5
2923,Rosey,1881,F,5
2924,Sabina,1881,F,5
2925,Senora,1881,F,5
2926,Siddie,1881,F,5
2927,Susana,1881,F,5
2928,Susanne,1881,F,5
2929,Texanna,1881,F,5
2930,Texas,1881,F,5
2931,Thea,1881,F,5
2932,Theodora,1881,F,5
2933,Tiney,1881,F,5
2934,Tinie,1881,F,5
2935,Tiny,1881,F,5
2936,Vernon,1881,F,5
2937,Verona,1881,F,5
2938,Viney,1881,F,5
2939,John,1881,M,8769
2940,William,1881,M,8524
2941,James,1881,M,5442
2942,George,1881,M,4664
2943,Charles,1881,M,4636
2944,Frank,1881,M,2834
2945,Joseph,1881,M,2456
2946,Henry,1881,M,2339
2947,Thomas,1881,M,2282
2948,Edward,1881,M,2177
2949,Robert,1881,M,2140
2950,Harry,1881,M,2002
2951,Walter,1881,M,1670
2952,Arthur,1881,M,1575
2953,Fred,1881,M,1418
2954,Albert,1881,M,1319
2955,Samuel,1881,M,919
2956,David,1881,M,750
2957,Louis,1881,M,746
2958,Charlie,1881,M,668
2959,Clarence,1881,M,668
2960,Richard,1881,M,641
2961,Joe,1881,M,639
2962,Andrew,1881,M,588
2963,Ernest,1881,M,571
2964,Will,1881,M,550
2965,Jesse,1881,M,536
2966,Oscar,1881,M,530
2967,Daniel,1881,M,527
2968,Willie,1881,M,498
2969,Benjamin,1881,M,481
2970,Sam,1881,M,481
2971,Alfred,1881,M,466
2972,Roy,1881,M,440
2973,Lewis,1881,M,439
2974,Frederick,1881,M,433
2975,Peter,1881,M,428
2976,Elmer,1881,M,388
2977,Jacob,1881,M,381
2978,Herbert,1881,M,369
2979,Carl,1881,M,359
2980,Howard,1881,M,359
2981,Tom,1881,M,349
2982,Lee,1881,M,342
2983,Ralph,1881,M,329
2984,Martin,1881,M,327
2985,Jim,1881,M,323
2986,Earl,1881,M,314
2987,Eugene,1881,M,314
2988,Bert,1881,M,312
2989,Edgar,1881,M,312
2990,Herman,1881,M,304
2991,Claude,1881,M,302
2992,Michael,1881,M,298
2993,Paul,1881,M,291
2994,Ben,1881,M,289
2995,Ira,1881,M,286
2996,Harvey,1881,M,282
2997,Chester,1881,M,274
2998,Edwin,1881,M,274
2999,Ed,1881,M,272
3000,Charley,1881,M,266
3001,Francis,1881,M,259
3002,Isaac,1881,M,258
3003,Luther,1881,M,249
3004,Lawrence,1881,M,244
3005,Oliver,1881,M,238
3006,Clyde,1881,M,232
3007,Otto,1881,M,221
3008,Hugh,1881,M,220
3009,Alexander,1881,M,209
3010,Leonard,1881,M,206
3011,Jack,1881,M,197
3012,Raymond,1881,M,195
3013,Patrick,1881,M,188
3014,Guy,1881,M,186
3015,Homer,1881,M,181
3016,Floyd,1881,M,178
3017,Theodore,1881,M,178
3018,Allen,1881,M,172
3019,August,1881,M,172
3020,Marion,1881,M,162
3021,Philip,1881,M,156
3022,Warren,1881,M,156
3023,Horace,1881,M,152
3024,Dan,1881,M,148
3025,Ray,1881,M,148
3026,Garfield,1881,M,147
3027,Stephen,1881,M,147
3028,Emil,1881,M,145
3029,Jessie,1881,M,143
3030,Milton,1881,M,143
3031,Willis,1881,M,142
3032,Calvin,1881,M,138
3033,Dave,1881,M,135
3034,Bernard,1881,M,130
3035,Julius,1881,M,129
3036,Leroy,1881,M,129
3037,Sidney,1881,M,129
3038,Anthony,1881,M,128
3039,Archie,1881,M,125
3040,Perry,1881,M,123
3041,Leo,1881,M,122
3042,Leon,1881,M,121
3043,Rufus,1881,M,121
3044,Harold,1881,M,120
3045,Franklin,1881,M,117
3046,Adam,1881,M,116
3047,Alex,1881,M,114
3048,Alonzo,1881,M,111
3049,Everett,1881,M,111
3050,Clifford,1881,M,110
3051,Victor,1881,M,110
3052,Eddie,1881,M,109
3053,Alvin,1881,M,105
3054,Levi,1881,M,104
3055,Amos,1881,M,102
3056,Roscoe,1881,M,102
3057,Wesley,1881,M,102
3058,Dennis,1881,M,99
3059,Eli,1881,M,97
3060,Jerry,1881,M,97
3061,Jay,1881,M,96
3062,Hiram,1881,M,95
3063,Norman,1881,M,95
3064,Percy,1881,M,95
3065,Aaron,1881,M,94
3066,Gus,1881,M,94
3067,Mark,1881,M,94
3068,Willard,1881,M,94
3069,Moses,1881,M,93
3070,Earnest,1881,M,92
3071,Gilbert,1881,M,92
3072,Jake,1881,M,92
3073,Leslie,1881,M,92
3074,Nathan,1881,M,91
3075,Adolph,1881,M,90
3076,Nelson,1881,M,90
3077,Otis,1881,M,89
3078,Irvin,1881,M,88
3079,Wallace,1881,M,88
3080,Clinton,1881,M,87
3081,Lester,1881,M,87
3082,Lloyd,1881,M,87
3083,Morris,1881,M,87
3084,Abraham,1881,M,86
3085,Jess,1881,M,85
3086,Elbert,1881,M,84
3087,Phillip,1881,M,84
3088,Jasper,1881,M,83
3089,Ross,1881,M,82
3090,Noah,1881,M,81
3091,Wilbur,1881,M,81
3092,Claud,1881,M,80
3093,Cornelius,1881,M,80
3094,Mack,1881,M,80
3095,Matthew,1881,M,80
3096,Lonnie,1881,M,77
3097,Jose,1881,M,76
3098,Melvin,1881,M,76
3099,Stanley,1881,M,76
3100,Sylvester,1881,M,76
3101,Wiley,1881,M,76
3102,Simon,1881,M,75
3103,Reuben,1881,M,73
3104,Silas,1881,M,73
3105,Wilson,1881,M,73
3106,Curtis,1881,M,72
3107,Felix,1881,M,72
3108,Maurice,1881,M,72
3109,Alva,1881,M,70
3110,Elijah,1881,M,69
3111,Christopher,1881,M,68
3112,Owen,1881,M,67
3113,Austin,1881,M,66
3114,Clark,1881,M,66
3115,Max,1881,M,66
3116,Asa,1881,M,65
3117,Emmett,1881,M,65
3118,Fredrick,1881,M,65
3119,Russell,1881,M,65
3120,Virgil,1881,M,65
3121,Winfield,1881,M,65
3122,Mose,1881,M,63
3123,Timothy,1881,M,63
3124,Rudolph,1881,M,62
3125,Edmund,1881,M,61
3126,Harley,1881,M,61
3127,Harrison,1881,M,61
3128,Jeff,1881,M,61
3129,Orville,1881,M,61
3130,Irving,1881,M,60
3131,Andy,1881,M,58
3132,Ellis,1881,M,58
3133,Lemuel,1881,M,58
3134,Monroe,1881,M,58
3135,Anton,1881,M,57
3136,Joel,1881,M,57
3137,Manuel,1881,M,57
3138,Marvin,1881,M,57
3139,Pete,1881,M,57
3140,Vernon,1881,M,57
3141,Marshall,1881,M,56
3142,Nicholas,1881,M,56
3143,Ike,1881,M,55
3144,Mathew,1881,M,55
3145,Ora,1881,M,55
3146,Christian,1881,M,53
3147,Emery,1881,M,53
3148,Newton,1881,M,53
3149,Chris,1881,M,52
3150,Clayton,1881,M,52
3151,Pearl,1881,M,52
3152,Wade,1881,M,52
3153,Augustus,1881,M,51
3154,Columbus,1881,M,51
3155,Scott,1881,M,51
3156,Bob,1881,M,50
3157,Solomon,1881,M,49
3158,Emanuel,1881,M,48
3159,Nathaniel,1881,M,48
3160,Riley,1881,M,47
3161,Sherman,1881,M,47
3162,Glenn,1881,M,45
3163,Johnnie,1881,M,45
3164,Juan,1881,M,45
3165,Marcus,1881,M,45
3166,Ollie,1881,M,45
3167,Enoch,1881,M,44
3168,Ezra,1881,M,44
3169,Mike,1881,M,44
3170,Steve,1881,M,44
3171,Ambrose,1881,M,43
3172,Arch,1881,M,43
3173,Dock,1881,M,43
3174,Hubert,1881,M,43
3175,Bill,1881,M,42
3176,Burton,1881,M,42
3177,Edmond,1881,M,42
3178,Emory,1881,M,42
3179,Luke,1881,M,42
3180,Ole,1881,M,42
3181,Elias,1881,M,41
3182,Anderson,1881,M,40
3183,Barney,1881,M,40
3184,Byron,1881,M,40
3185,Cyrus,1881,M,40
3186,Edd,1881,M,40
3187,Joshua,1881,M,40
3188,Major,1881,M,40
3189,Miles,1881,M,40
3190,Chas,1881,M,39
3191,Clifton,1881,M,39
3192,Gustave,1881,M,39
3193,Nick,1881,M,39
3194,Taylor,1881,M,39
3195,Bud,1881,M,38
3196,Jerome,1881,M,38
3197,Lucius,1881,M,38
3198,Burt,1881,M,37
3199,Ward,1881,M,37
3200,Abe,1881,M,36
3201,Hugo,1881,M,36
3202,Julian,1881,M,36
3203,Millard,1881,M,36
3204,Preston,1881,M,36
3205,Tony,1881,M,36
3206,Cecil,1881,M,35
3207,Seth,1881,M,35
3208,Bruce,1881,M,34
3209,Fletcher,1881,M,34
3210,Jeremiah,1881,M,34
3211,Grant,1881,M,33
3212,Green,1881,M,33
3213,Neal,1881,M,33
3214,Bennie,1881,M,32
3215,Conrad,1881,M,32
3216,Dee,1881,M,32
3217,Ervin,1881,M,32
3218,Gordon,1881,M,32
3219,Grover,1881,M,32
3220,Isaiah,1881,M,32
3221,Lorenzo,1881,M,32
3222,Porter,1881,M,32
3223,Van,1881,M,32
3224,Glen,1881,M,31
3225,Jefferson,1881,M,31
3226,Louie,1881,M,31
3227,Abner,1881,M,30
3228,Abram,1881,M,30
3229,Dudley,1881,M,30
3230,Lucian,1881,M,30
3231,Roland,1881,M,30
3232,Vincent,1881,M,30
3233,Wayne,1881,M,30
3234,Arnold,1881,M,29
3235,Elisha,1881,M,29
3236,Elwood,1881,M,29
3237,Karl,1881,M,29
3238,Kenneth,1881,M,29
3239,Mary,1881,M,29
3240,Matt,1881,M,29
3241,Myron,1881,M,29
3242,Pink,1881,M,29
3243,Roger,1881,M,29
3244,Wilbert,1881,M,29
3245,Forrest,1881,M,28
3246,Irwin,1881,M,28
3247,Jackson,1881,M,28
3248,Laurence,1881,M,28
3249,Madison,1881,M,28
3250,Sanford,1881,M,28
3251,Archibald,1881,M,27
3252,Delbert,1881,M,27
3253,Donald,1881,M,27
3254,Lon,1881,M,27
3255,Stewart,1881,M,27
3256,Antonio,1881,M,26
3257,Chauncey,1881,M,26
3258,Don,1881,M,26
3259,Noble,1881,M,26
3260,Otho,1881,M,26
3261,Spencer,1881,M,26
3262,Avery,1881,M,25
3263,Dallas,1881,M,25
3264,Freeman,1881,M,25
3265,Jonas,1881,M,25
3266,Lige,1881,M,25
3267,Napoleon,1881,M,25
3268,Walker,1881,M,25
3269,Zack,1881,M,25
3270,Boyd,1881,M,24
3271,Clay,1881,M,24
3272,Dewitt,1881,M,24
3273,Emmet,1881,M,24
3274,Evan,1881,M,24
3275,General,1881,M,24
3276,Isiah,1881,M,24
3277,Josiah,1881,M,24
3278,Omer,1881,M,24
3279,Perley,1881,M,24
3280,Ferdinand,1881,M,23
3281,Hans,1881,M,23
3282,Israel,1881,M,23
3283,Judson,1881,M,23
3284,Morgan,1881,M,23
3285,Waldo,1881,M,23
3286,Berry,1881,M,22
3287,Carroll,1881,M,22
3288,Clement,1881,M,22
3289,Elliott,1881,M,22
3290,Ezekiel,1881,M,22
3291,Foster,1881,M,22
3292,Gust,1881,M,22
3293,Jason,1881,M,22
3294,Josh,1881,M,22
3295,Junius,1881,M,22
3296,Loren,1881,M,22
3297,Wilfred,1881,M,22
3298,Adolphus,1881,M,21
3299,Allie,1881,M,21
3300,Benjiman,1881,M,21
3301,Christ,1881,M,21
3302,Dwight,1881,M,21
3303,Earle,1881,M,21
3304,Francisco,1881,M,21
3305,Giles,1881,M,21
3306,Granville,1881,M,21
3307,Jonathan,1881,M,21
3308,Lafayette,1881,M,21
3309,Leander,1881,M,21
3310,Lyman,1881,M,21
3311,Lynn,1881,M,21
3312,Ruben,1881,M,21
3313,Dick,1881,M,20
3314,Elvin,1881,M,20
3315,Emerson,1881,M,20
3316,Emile,1881,M,20
3317,Isom,1881,M,20
3318,Jimmie,1881,M,20
3319,King,1881,M,20
3320,Mitchell,1881,M,20
3321,Orrin,1881,M,20
3322,Pat,1881,M,20
3323,Royal,1881,M,20
3324,Sim,1881,M,20
3325,Truman,1881,M,20
3326,Washington,1881,M,20
3327,Al,1881,M,19
3328,Carlos,1881,M,19
3329,Lem,1881,M,19
3330,Milo,1881,M,19
3331,Oren,1881,M,19
3332,Orlando,1881,M,19
3333,Allan,1881,M,18
3334,Arther,1881,M,18
3335,Caleb,1881,M,18
3336,Cicero,1881,M,18
3337,Clem,1881,M,18
3338,Clint,1881,M,18
3339,Forest,1881,M,18
3340,Gustav,1881,M,18
3341,Harmon,1881,M,18
3342,Ivan,1881,M,18
3343,Jordan,1881,M,18
3344,Ned,1881,M,18
3345,Nels,1881,M,18
3346,Phil,1881,M,18
3347,Randolph,1881,M,18
3348,Smith,1881,M,18
3349,Tomas,1881,M,18
3350,Turner,1881,M,18
3351,Ulysses,1881,M,18
3352,Vern,1881,M,18
3353,Wilford,1881,M,18
3354,Addison,1881,M,17
3355,Alford,1881,M,17
3356,Art,1881,M,17
3357,Benjamine,1881,M,17
3358,Dean,1881,M,17
3359,Enos,1881,M,17
3360,Erwin,1881,M,17
3361,Gabriel,1881,M,17
3362,Issac,1881,M,17
3363,Lucious,1881,M,17
3364,Malcolm,1881,M,17
3365,Merton,1881,M,17
3366,Micheal,1881,M,17
3367,Prince,1881,M,17
3368,Simeon,1881,M,17
3369,Anna,1881,M,16
3370,Carlton,1881,M,16
3371,Coleman,1881,M,16
3372,Douglas,1881,M,16
3373,Finis,1881,M,16
3374,Hardy,1881,M,16
3375,Hosea,1881,M,16
3376,Jules,1881,M,16
3377,Rolla,1881,M,16
3378,Tobe,1881,M,16
3379,Wash,1881,M,16
3380,Almon,1881,M,15
3381,Aubrey,1881,M,15
3382,Bertram,1881,M,15
3383,Casper,1881,M,15
3384,Ellsworth,1881,M,15
3385,Ephraim,1881,M,15
3386,Fay,1881,M,15
3387,Hamilton,1881,M,15
3388,Harris,1881,M,15
3389,Henery,1881,M,15
3390,Lou,1881,M,15
3391,Mat,1881,M,15
3392,Rollin,1881,M,15
3393,Sol,1881,M,15
3394,Steven,1881,M,15
